# Potassio (K) - saggio alla fiamma, USB2000 S/N USB2G16606
# registrazione: fk_usb2000_spettrogramma_20260921_162948
# selezione: media delle 8 righe piu intense in 760-775 nm (su 25, 6 scartate per taglio nella finestra)
# integrazione: 200 ms · rumore: 0.22 conteggi
# fondo strumentale sottratto; punte di 1-2 pixel rimosse
# cancellato Na a 589 nm +-5 nm (c'era un picco da 26 conteggi)
wavelength_nm,intensity_counts
369.264,2.60075
369.630,2.17575
369.996,2.38075
370.362,2.45075
370.728,2.58325
371.094,1.93075
371.460,2.03075
371.826,2.27575
372.192,2.93075
372.557,2.84575
372.923,2.88075
373.288,2.31575
373.654,3.18075
374.020,3.43575
374.385,3.29575
374.751,3.33575
375.116,2.83075
375.481,2.97700
375.847,2.83075
376.212,3.17575
376.577,2.94575
376.942,3.22075
377.308,3.34075
377.673,3.35075
378.038,3.11575
378.403,3.44575
378.768,3.38075
379.133,3.23075
379.498,3.53075
379.863,3.90575
380.227,3.68075
380.592,3.37575
380.957,3.33075
381.322,3.53575
381.686,3.45075
382.051,3.95075
382.415,3.80075
382.780,3.90575
383.144,3.35075
383.509,3.32575
383.873,3.32075
384.238,3.45075
384.602,3.12575
384.966,2.83075
385.330,2.80575
385.695,2.80575
386.059,3.35575
386.423,3.76575
386.787,3.94075
387.151,2.78075
387.515,2.63075
387.879,2.74575
388.243,3.27575
388.607,3.55575
388.971,3.20075
389.334,3.22575
389.698,3.07075
390.062,2.97075
390.425,2.72575
390.789,2.91075
391.153,3.53575
391.516,3.79575
391.880,4.01575
392.243,3.80575
392.606,3.75575
392.970,4.04575
393.333,4.55075
393.697,4.18075
394.060,4.33075
394.423,4.32575
394.786,3.82575
395.149,3.63075
395.512,3.64575
395.875,4.23075
396.238,4.00075
396.601,4.39075
396.964,4.39075
397.327,4.50575
397.690,4.48075
398.053,4.47575
398.415,4.25075
398.778,4.57075
399.140,5.01575
399.503,4.69575
399.866,4.27575
400.228,4.77075
400.591,4.42575
400.953,4.04575
401.315,3.98075
401.678,4.55575
402.040,4.34575
402.402,4.48075
402.765,4.89575
403.127,4.69075
403.489,5.50075
403.851,5.91575
404.213,6.08075
404.575,5.95575
404.937,5.45075
405.299,5.42575
405.661,5.39075
406.023,5.26075
406.385,5.01575
406.746,5.49275
407.108,3.90425
407.470,4.05575
407.831,3.76075
408.193,3.87075
408.554,4.52075
408.916,4.25075
409.277,4.17575
409.639,4.25575
410.000,4.32075
410.361,4.41700
410.723,4.40075
411.084,4.59575
411.445,4.28075
411.806,4.58075
412.168,4.69575
412.529,4.33075
412.890,5.20575
413.251,4.62075
413.612,4.47575
413.973,4.72050
414.333,4.33075
414.694,4.28075
415.055,4.54575
415.416,4.58075
415.776,5.03075
416.137,5.18075
416.498,5.43075
416.858,5.60575
417.219,5.52575
417.579,5.56075
417.940,5.59575
418.300,5.40075
418.660,5.13075
419.021,4.95575
419.381,4.82575
419.741,4.72575
420.101,5.44575
420.462,5.97575
420.822,6.05075
421.182,5.50075
421.542,5.37575
421.902,5.64575
422.262,5.84575
422.622,5.12075
422.981,5.58675
423.341,4.64675
423.701,4.65575
424.061,4.79575
424.420,5.07575
424.780,5.20575
425.140,5.03075
425.499,4.70575
425.859,5.03075
426.218,5.04575
426.577,5.06575
426.937,5.10575
427.296,4.99075
427.656,5.28175
428.015,4.33100
428.374,4.58075
428.733,4.55075
429.092,3.74575
429.451,4.45575
429.810,4.33450
430.169,4.42575
430.528,3.98075
430.887,4.28075
431.246,4.57575
431.605,4.49075
431.964,4.65575
432.322,4.34575
432.681,4.19575
433.040,4.40575
433.398,4.50575
433.757,4.70075
434.115,4.64575
434.474,4.56575
434.832,4.50575
435.191,4.55575
435.549,4.17075
435.908,4.00575
436.266,3.79575
436.624,4.21075
436.982,4.52575
437.340,4.93075
437.698,4.46700
438.056,4.54075
438.414,4.85075
438.772,4.90075
439.130,4.89575
439.488,4.85575
439.846,4.93075
440.204,4.65075
440.562,5.21075
440.919,4.80575
441.277,4.80575
441.635,4.29075
441.992,3.97575
442.350,4.57075
442.707,5.25575
443.065,4.93075
443.422,4.70075
443.779,4.85575
444.137,4.88075
444.494,4.61075
444.851,4.30075
445.209,4.35075
445.566,5.03075
445.923,4.48075
446.280,4.00575
446.637,4.01575
446.994,4.72575
447.351,4.30575
447.708,4.50075
448.065,4.83075
448.421,4.55075
448.778,4.62075
449.135,4.54075
449.492,4.12575
449.848,4.27075
450.205,4.24575
450.561,4.31075
450.918,4.15075
451.274,3.77075
451.631,3.78075
451.987,4.10075
452.344,4.06575
452.700,3.40075
453.056,3.35075
453.412,3.95575
453.768,4.10575
454.125,3.71575
454.481,3.83075
454.837,4.21575
455.193,3.79075
455.549,3.14575
455.904,2.95575
456.260,3.39575
456.616,3.62075
456.972,3.38075
457.328,2.95075
457.683,3.20575
458.039,3.35575
458.395,3.10575
458.750,3.05575
459.106,3.43575
459.461,3.68075
459.817,3.46575
460.172,3.21575
460.527,3.19075
460.883,2.78075
461.238,2.89075
461.593,3.24075
461.948,3.42575
462.303,4.00075
462.659,3.52575
463.014,3.35575
463.369,3.49075
463.724,3.42575
464.079,3.43075
464.433,3.39575
464.788,3.57075
465.143,3.25575
465.498,3.14575
465.852,3.22075
466.207,3.07075
466.562,3.53075
466.916,3.86575
467.271,4.03075
467.625,3.66575
467.980,3.47075
468.334,3.53075
468.688,3.49575
469.043,3.40575
469.397,3.79575
469.751,3.52575
470.106,3.92075
470.460,3.84075
470.814,3.44575
471.168,3.60575
471.522,3.83075
471.876,3.43075
472.230,4.12575
472.584,3.85575
472.937,3.74575
473.291,3.66575
473.645,3.59575
473.999,3.77700
474.352,3.35575
474.706,3.73075
475.060,4.02575
475.413,4.31575
475.767,4.25575
476.120,3.90575
476.473,3.55075
476.827,4.01075
477.180,4.04575
477.533,3.55075
477.887,3.77075
478.240,4.04575
478.593,3.73075
478.946,4.21075
479.299,3.95075
479.652,3.60075
480.005,3.25575
480.358,3.16575
480.711,2.93575
481.064,3.41075
481.416,3.33575
481.769,3.49075
482.122,3.45075
482.474,3.64575
482.827,3.81575
483.180,3.61075
483.532,3.25575
483.885,3.59575
484.237,3.71075
484.589,3.70075
484.942,3.57575
485.294,3.88075
485.647,3.63075
485.999,3.39575
486.351,3.60575
486.703,3.87075
487.055,3.48075
487.407,3.30075
487.759,3.32575
488.111,3.32075
488.463,3.15575
488.815,3.02075
489.167,2.90075
489.519,3.38075
489.870,3.33075
490.222,3.17575
490.574,3.67575
490.925,3.92575
491.277,3.45575
491.628,3.63475
491.980,3.26075
492.331,3.27075
492.683,2.77075
493.034,2.83075
493.385,3.02075
493.737,3.40075
494.088,3.45575
494.439,3.37075
494.790,3.33075
495.141,3.33075
495.492,3.25575
495.843,3.35075
496.194,3.15575
496.545,3.08075
496.896,2.75075
497.247,3.30075
497.598,3.60575
497.948,3.27075
498.299,3.05575
498.650,3.00575
499.000,2.67075
499.351,3.32575
499.702,3.40575
500.052,2.98075
500.402,2.93075
500.753,2.75575
501.103,3.07575
501.454,3.50575
501.804,3.49075
502.154,2.97575
502.504,3.09075
502.854,3.44075
503.204,3.30075
503.554,2.87075
503.904,3.30075
504.254,3.22575
504.604,3.17575
504.954,3.43075
505.304,3.64575
505.654,3.09075
506.003,3.04075
506.353,3.39075
506.703,3.81575
507.052,3.53075
507.402,3.55075
507.751,3.22075
508.101,3.49575
508.450,3.67575
508.800,4.10075
509.149,3.60575
509.498,3.94450
509.848,4.07075
510.197,3.69575
510.546,3.87575
510.895,3.86575
511.244,3.75575
511.593,3.84575
511.942,3.33050
512.291,2.75650
512.640,3.14575
512.989,3.42075
513.338,3.89075
513.687,3.17575
514.035,3.67325
514.384,2.91475
514.732,2.79075
515.081,3.45075
515.430,2.89575
515.778,2.62575
516.127,3.16075
516.475,3.02575
516.823,2.66575
517.172,2.68575
517.520,2.99575
517.868,3.42575
518.216,2.88075
518.565,2.38575
518.913,2.40575
519.261,2.90075
519.609,3.18575
519.957,3.27575
520.305,2.90575
520.653,2.75575
521.000,2.88075
521.348,2.53075
521.696,3.12575
522.044,2.75575
522.391,2.65575
522.739,2.56575
523.087,2.35075
523.434,2.28075
523.782,2.58075
524.129,2.43075
524.476,2.22575
524.824,2.33075
525.171,2.47075
525.518,2.60075
525.865,2.77575
526.213,2.87575
526.560,3.24975
526.907,2.51175
527.254,2.38075
527.601,2.18075
527.948,1.90075
528.295,2.08075
528.642,2.45075
528.989,2.47075
529.335,2.63075
529.682,2.48075
530.029,2.15575
530.375,2.23075
530.722,1.90575
531.069,1.82075
531.415,1.88075
531.761,2.40075
532.108,2.32575
532.454,2.17575
532.801,2.19575
533.147,2.18075
533.493,2.15575
533.839,2.25575
534.186,2.25575
534.532,2.03075
534.878,1.78075
535.224,1.85575
535.570,1.62575
535.916,1.94075
536.262,2.00075
536.607,2.62575
536.953,2.09575
537.299,1.87075
537.645,2.20075
537.990,2.10575
538.336,2.28075
538.682,2.25075
539.027,2.31575
539.373,2.33575
539.718,1.33075
540.063,1.52575
540.409,1.70575
540.754,1.73075
541.100,2.30575
541.445,2.41075
541.790,2.23075
542.135,2.18575
542.480,2.25075
542.825,2.34575
543.170,2.35075
543.515,1.82575
543.860,2.20575
544.205,2.17575
544.550,1.69075
544.894,1.63575
545.239,1.65575
545.584,1.52575
545.929,1.41325
546.273,2.04075
546.618,1.97575
546.962,2.34075
547.307,2.36075
547.651,1.95575
547.995,2.08075
548.340,2.53075
548.684,2.45575
549.028,2.30075
549.373,2.54575
549.717,1.75675
550.061,1.75075
550.405,1.95575
550.749,2.18075
551.093,2.18075
551.437,2.45575
551.781,2.81075
552.125,2.38075
552.468,1.77575
552.812,1.59075
553.156,1.82575
553.500,2.27575
553.843,2.05075
554.187,1.59575
554.530,1.45575
554.874,1.92575
555.217,2.21075
555.561,1.73575
555.904,1.64075
556.247,1.24575
556.591,1.70575
556.934,1.87575
557.277,1.88075
557.620,1.51575
557.963,1.77075
558.306,2.10575
558.649,2.40575
558.992,2.21575
559.335,2.14075
559.678,1.52575
560.021,1.78575
560.364,1.81575
560.706,1.83075
561.049,1.72575
561.391,1.61075
561.734,1.41575
562.077,1.70075
562.419,1.68075
562.762,1.75575
563.104,1.35075
563.446,1.77075
563.789,1.73575
564.131,1.89575
564.473,2.17575
564.816,1.70075
565.158,2.13075
565.500,1.79575
565.842,1.90075
566.184,1.50575
566.526,1.53075
566.868,1.72075
567.210,1.67575
567.551,1.48075
567.893,1.53575
568.235,1.68075
568.577,1.26075
568.918,1.57575
569.260,1.55075
569.601,1.45075
569.943,1.54575
570.284,1.72075
570.626,1.64575
570.967,1.30575
571.308,1.40075
571.650,0.60575
571.991,0.65575
572.332,0.87075
572.673,1.71950
573.014,1.84675
573.356,1.49575
573.697,1.57075
574.038,1.28575
574.379,1.34575
574.719,1.24575
575.060,1.12575
575.401,0.81575
575.742,1.05575
576.082,1.18075
576.423,0.83075
576.764,0.72575
577.104,0.64575
577.445,1.30075
577.785,1.24575
578.126,1.07075
578.466,1.24075
578.807,1.26575
579.147,1.35575
579.487,1.17575
579.827,1.31575
580.167,1.56575
580.508,1.40575
580.848,1.49075
581.188,1.38075
581.528,1.50075
581.868,1.50775
582.207,1.10075
582.547,1.16575
582.887,1.18075
583.227,1.15075
583.567,1.29575
583.906,1.45075
584.246,1.35843
584.585,1.22667
584.925,1.58674
585.264,1.62884
585.604,1.47439
585.943,1.65850
586.283,1.85255
586.622,1.76055
586.961,1.38370
587.300,1.24662
587.640,1.37457
587.979,1.50747
588.318,0.97310
588.657,1.42338
588.996,1.18385
589.335,1.28352
589.674,1.31151
590.013,1.34829
590.351,1.49514
590.690,1.62063
591.029,1.34942
591.367,1.66515
591.706,1.20448
592.045,1.41492
592.383,1.52304
592.722,1.33145
593.060,1.18707
593.399,1.19283
593.737,1.64498
594.075,1.20575
594.413,1.26575
594.752,1.28075
595.090,0.84575
595.428,1.00575
595.766,1.15575
596.104,1.35075
596.442,1.25075
596.780,1.12075
597.118,1.10075
597.456,0.95575
597.794,0.95575
598.131,0.87575
598.469,0.97075
598.807,1.32075
599.144,1.08075
599.482,0.92075
599.819,1.22575
600.157,1.30575
600.494,1.00575
600.832,0.92575
601.169,1.09575
601.506,0.92575
601.844,0.98075
602.181,1.09075
602.518,1.35575
602.855,1.00075
603.192,1.27575
603.529,1.34075
603.866,1.32575
604.203,1.55075
604.540,1.43575
604.877,1.54075
605.214,1.59075
605.551,1.53075
605.887,1.59075
606.224,1.50575
606.561,1.47575
606.897,1.37075
607.234,0.90575
607.570,0.90575
607.907,1.15075
608.243,1.13075
608.580,1.17575
608.916,1.43675
609.252,1.29275
609.588,1.58075
609.924,1.69075
610.260,1.51575
610.597,0.78075
610.933,1.16575
611.269,1.12575
611.605,1.28075
611.941,1.10575
612.276,1.10575
612.612,1.17075
612.948,1.35075
613.284,1.50075
613.619,1.45575
613.955,1.85075
614.290,1.22075
614.626,1.06375
614.962,0.71075
615.297,0.27575
615.632,1.29775
615.968,1.46475
616.303,1.12075
616.638,0.60075
616.973,1.04075
617.309,1.02575
617.644,1.57975
617.979,1.34575
618.314,1.13575
618.649,0.84575
618.984,1.05575
619.319,1.23075
619.653,1.29075
619.988,0.82575
620.323,1.12075
620.658,1.22575
620.992,0.60075
621.327,0.89575
621.662,1.22075
621.996,1.20575
622.331,1.36075
622.665,1.46575
622.999,1.21575
623.334,0.62575
623.668,0.67075
624.002,0.79575
624.336,0.75575
624.671,0.95075
625.005,0.75075
625.339,0.60575
625.673,1.01575
626.007,1.08075
626.341,1.15575
626.675,0.97075
627.008,1.00575
627.342,0.91575
627.676,0.95575
628.010,1.17575
628.343,1.34575
628.677,1.12075
629.010,1.00575
629.344,1.20575
629.677,1.55575
630.011,0.93075
630.344,0.89075
630.678,1.04575
631.011,0.69575
631.344,1.17075
631.677,1.29575
632.010,1.30575
632.343,1.19575
632.677,1.07075
633.010,0.77075
633.342,0.59575
633.675,1.17575
