# Litio (Li) - saggio alla fiamma, USB2000 S/N USB2G16606
# registrazione: nightli_usb2000_spettrogramma_20260921_231929
# selezione: media delle 2 righe piu intense in 665-675 nm (su 14, 4 scartate per taglio nella finestra)
# integrazione: 800 ms · rumore: 0.89 conteggi
# fondo strumentale sottratto; punte di 1-2 pixel rimosse
# cancellato Na a 589 nm +-5 nm (c'era un picco da 8 conteggi)
# cancellato K a 768 nm +-7 nm (c'era un picco da 10 conteggi)
wavelength_nm,intensity_counts
571.650,-0.81200
571.991,0.26300
572.332,0.54800
572.673,0.59300
573.014,1.19800
573.356,-0.72700
573.697,1.19800
574.038,1.60800
574.379,2.27300
574.719,1.79800
575.060,0.76800
575.401,0.95300
575.742,1.11300
576.082,1.61300
576.423,0.63800
576.764,0.51800
577.104,-0.50200
577.445,2.09300
577.785,3.04800
578.126,2.17300
578.466,2.95300
578.807,2.45300
579.147,1.58800
579.487,0.29300
579.827,0.95300
580.167,2.25300
580.508,3.16300
580.848,3.57800
581.188,1.73800
581.528,2.79300
581.868,1.73800
582.207,-3.75700
582.547,-1.52200
582.887,-0.31200
583.227,0.26800
583.567,1.17300
583.906,2.51800
584.246,1.45169
584.585,-0.45645
584.925,2.62707
585.264,3.38285
585.604,2.66115
585.943,3.33001
586.283,4.03972
586.622,3.57458
586.961,1.93949
587.300,1.28924
587.640,1.72750
587.979,2.18611
588.318,-0.09589
588.657,1.66630
588.996,0.59528
589.335,0.91744
589.674,0.94523
590.013,1.00911
590.351,1.52511
590.690,1.95336
591.029,0.75233
591.367,1.96196
591.706,-0.01720
592.045,0.75999
592.383,1.11700
592.722,0.24301
593.060,0.12072
593.399,-0.28543
593.737,2.38412
594.075,2.41300
594.413,2.90300
594.752,2.43800
595.090,0.69800
595.428,2.03800
595.766,2.68800
596.104,2.81800
596.442,2.11800
596.780,0.57300
597.118,0.54300
597.456,1.01300
597.794,1.23800
598.131,0.91800
598.469,0.67300
598.807,2.42300
599.144,2.43800
599.482,2.52300
599.819,3.04300
600.157,2.53800
600.494,1.31300
600.832,1.39300
601.169,2.09800
601.506,2.41800
601.844,1.96300
602.181,2.30300
602.518,5.08800
602.855,1.51800
603.192,0.96800
603.529,1.65300
603.866,1.96800
604.203,3.11800
604.540,2.30800
604.877,2.87800
605.214,3.62800
605.551,2.31300
605.887,3.22800
606.224,1.61300
606.561,1.46800
606.897,2.72300
607.234,1.23800
607.570,1.16300
607.907,2.79300
608.243,2.91300
608.580,3.06800
608.916,3.42800
609.252,7.80450
609.588,1.48300
609.924,3.52800
610.260,1.95300
610.597,0.93800
610.933,2.65300
611.269,1.89300
611.605,2.51300
611.941,1.66300
612.276,1.56300
612.612,1.14800
612.948,3.88300
613.284,1.79300
613.619,0.71300
613.955,3.06800
614.290,4.25800
614.626,7.42450
614.962,12.43200
615.297,12.88500
615.632,13.93900
615.968,0.61800
616.303,0.19800
616.638,0.61800
616.973,1.45300
617.309,2.01800
617.644,1.45300
617.979,-2.42700
618.314,0.38300
618.649,0.92300
618.984,1.63800
619.319,4.58800
619.653,2.85300
619.988,1.41800
620.323,2.37300
620.658,1.66800
620.992,2.04300
621.327,1.44800
621.662,2.04800
621.996,2.93800
622.331,2.93800
622.665,7.42450
622.999,-1.01200
623.334,-1.28200
623.668,1.07300
624.002,0.67300
624.336,0.16300
624.671,1.71800
625.005,2.54300
625.339,0.68800
625.673,1.22800
626.007,1.26300
626.341,2.48800
