obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	J_i	J_k	Type	tp_ref	line_ref	
"492.74179"	"492.74177"	"690"	"2.58e+05"	D+	"3.57321890"	"6.08872711"	"5"	"4"		"T5720"	"L11631"	
"492.7490"	"492.74887"	"60"	""		"4.55852281"	"7.07399482"	"3"	"3"		""	"L11631"	
"492.78679"	""	"1100"	""		""	""	""	""		""	"L11631"	
"493.03150"	"493.03149"	"1050"	"5.75e+06"	B	"3.95972364"	"6.47375371"	"1"	"1"		"T6110"	"L11631"	
"493.3191"	"493.31904"	"355bl"	""		"4.19086081"	"6.70342551"	"2"	"2"		""	"L11631"	
"493.32945"	"493.32924"	"204"	""		"3.30092244"	"5.81343520"	"2"	"2"		""	"L11631"	
"493.33410"	"493.33408"	"1550"	""		"4.23053960"	"6.74302768"	"0"	"1"		""	"L11631"	
"493.38727"	"493.38728"	"447"	""		"3.94332623"	"6.45554341"	"3"	"2"		""	"L11631"	
"493.40049"	"493.40048"	"1820"	""		"4.15435379"	"6.66650376"	"3"	"4"		""	"L11631"	
"493.40836"	"493.40834"	"229"	""		"3.30140276"	"5.81351269"	"4"	"4"		""	"L11631"	
"493.7298"	"493.72930"	"79"	""		"4.14264893"	"6.65312587"	"3"	"3"		""	"L11631"	
"493.81735"	"493.81734"	"2000"	""		"3.94332623"	"6.45335558"	"3"	"2"		""	"L11631"	
"493.88135"	"493.88138"	"13200"	"3.27e+06"	B+	"2.87550352"	"5.38520741"	"2"	"3"		"T5720"	"L11631"	
"493.9239"	"493.92354"	"2240bl*"	""		"4.21758325"	"6.72707289"	"1"	"2"		""	"L11631"	
"493.9239"	"493.92408"	"2240bl*"	""		"4.15435379"	"6.66384071"	"3"	"3"		""	"L11631"	
"493.96864"	"493.96862"	"11700"	"1.39e+04"	A	"0.85899575"	"3.36825640"	"5"	"4"		"T3548"	"L11631"	
"494.24589"	"494.24585"	"630"	"9.67e+05"	C	"4.22036211"	"6.72821528"	"4"	"5"		"T5720"	"L11631"	
"494.25901"	"494.25890"	"98"	""		"4.25622280"	"6.76400977"	"3"	"4"		""	"L11631"	
"494.56370"	"494.56356"	"417"	"1.3e+06"	E	"4.20888328"	"6.71512541"	"2"	"3"		"T2578n"	"L11631"	
"494.63878"	"494.63871"	"6000"	""		"3.36825640"	"5.87411777"	"4"	"4"		""	"L11631"	
"495.01057"	"495.01053"	"1550"	""		"3.41695281"	"5.92093198"	"2"	"3"		""	"L11631"	
"495.72983"	"495.72979"	"66000"	"1.18e+07"	B	"2.85122419"	"5.35157038"	"4"	"4"		"T5720"	"L11631"	
"495.75965"	"495.75961"	"295000"	"4.22e+07"	B+	"2.80829367"	"5.30848946"	"6"	"5"		"T5720"	"L11631"	
"495.76793"	"495.76819"	"2140"	""		"4.19086081"	"6.69101333"	"2"	"2"		""	"L11631"	
"495.9197"	"495.91978"	"30"	""		"4.83485507"	"7.3342434"	"1"	"1"		""	"L11631"	
"496.19137"	"496.19132"	"234"	"1.4e+05"	E	"3.63434980"	"6.13237029"	"6"	"5"		"T2578n"	"L11631"	
"496.25715"	"496.25711"	"680"	"1.37e+06"	C+	"4.17769679"	"6.67538611"	"5"	"6"		"T5720"	"L11631"	
"496.5780"	"496.57796"	"60"	""		"2.84504259"	"5.34111814"	"1"	"1"		""	"L11631"	
"496.60886"	"496.60882"	"13200"	"3.31e+06"	C+	"3.33201954"	"5.82793998"	"5"	"5"		"T5720"	"L11631"	
"496.6289"	"496.62885"	"40"	""		"3.95972364"	"6.45554341"	"1"	"2"		""	"L11631"	
"496.78970"	"496.78966"	"2290"	""		"4.19086081"	"6.68587270"	"2"	"1"		""	"L11631"	
"496.83923"	"496.83917"	"126"	""		"4.22036211"	"6.71512541"	"4"	"3"		""	"L11631"	
"496.86975"	"496.86979"	"1510"	"7.1e+05"	E	"3.63977237"	"6.13438193"	"2"	"3"		"T2578n"	"L11631"	
"496.99173"	"496.99169"	"1820"	""		"4.21758325"	"6.71158094"	"1"	"1"		""	"L11631"	
"497.04955"	"497.04958"	"1100"	"9.82e+05"	C	"3.63521992"	"6.12892712"	"1"	"2"		"T5720"	"L11631"	
"497.06457"	"497.06458"	"257"	""		"3.95972364"	"6.45335558"	"1"	"2"		""	"L11631"	
"497.31016"	"497.31014"	"3240"	"1.1e+07"	D+	"3.95972364"	"6.45212430"	"1"	"1"		"T2491n"	"L11631"	
"497.54118"	"497.54117"	"151"	""		"3.30140276"	"5.79264615"	"4"	"4"		""	"L11631"	
"497.76483"	"497.76479"	"186"	""		"3.92860683"	"6.41873101"	"2"	"3"		""	"L11631"	
"497.8112"	"497.81094"	"100"	""		"3.95972364"	"6.44961696"	"1"	"1"		""	"L11631"	
"497.86030"	"497.86028"	"2090"	"1.19e+07"	B	"3.98410712"	"6.47375371"	"2"	"1"		"T6110"	"L11631"	
"497.8691"	"497.86913"	"83"	""		"4.07581091"	"6.56541325"	"4"	"4"		""	"L11631"	
"497.95857"	"497.95866"	"182"	""		"3.63977237"	"6.12892712"	"2"	"2"		""	"L11631"	
"498.02831"	"498.02824"	"110"	""		"4.17769679"	"6.66650376"	"5"	"4"		""	"L11631"	
"498.0539"	"498.05397"	"40"	""		"4.18636440"	"6.67504280"	"2"	"3"		""	"L11631"	
"498.24996"	"498.24990"	"12300"	""		"4.10337372"	"6.59107351"	"4"	"3"		""	"L11631"	
"498.32504"	"498.32500"	"6500"	""		"4.15435379"	"6.64167865"	"3"	"2"		""	"L11631"	
"498.3341"	"498.33412"	"71"	""		"4.60695104"	"7.09423040"	"2"	"3"		""	"L11631"	
"498.38526"	"498.38522"	"8900"	""		"4.10337372"	"6.59039805"	"4"	"4"		""	"L11631"	
"498.52526"	"498.52527"	"7200"	"1.48e+07"	B	"3.92860683"	"6.41493251"	"2"	"2"		"T5720"	"L11631"	
"498.55469"	"498.55465"	"6900"	"1.39e+06"	B	"2.86539125"	"5.35157038"	"3"	"4"		"T5720"	"L11631"	
"498.59838"	"498.59829"	"117"	""		"4.25622280"	"6.74218434"	"3"	"3"		""	"L11631"	
"498.62223"	"498.62221"	"500"	"2.3e+06"	E	"4.21758325"	"6.70342551"	"1"	"2"		"T2578n"	"L11631"	
"498.6903"	"498.69049"	"52"	""		"4.25622280"	"6.74172473"	"3"	"2"		""	"L11631"	
"498.89498"	"498.89494"	"2880"	"5.2e+06"	D+	"4.15435379"	"6.63883718"	"3"	"3"		"T2491n"	"L11631"	
"499.12680"	"499.12676"	"2750"	""		"4.19086081"	"6.67419029"	"2"	"3"		""	"L11631"	
"499.1800"	"499.17984"	"30"	""		"2.85805275"	"5.34111814"	"0"	"1"		""	"L11631"	
"499.1867"	"499.18660"	"35"	"3.9e+05"	E	"4.22036211"	"6.70339390"	"4"	"4"		"T2578n"	"L11631"	
"499.2785"	"499.27857"	"20"	""		"4.26045326"	"6.74302768"	"1"	"1"		""	"L11631"	
"499.36802"	"499.36795"	"302"	"1.9e+06"	E	"4.20888328"	"6.69101333"	"2"	"2"		"T2578n"	"L11631"	
"499.37510"	"499.37506"	"191"	""		"4.18636440"	"6.66845912"	"2"	"3"		""	"L11631"	
"499.41292"	"499.41290"	"18600"	"3.18e+04"	A	"0.91460217"	"3.39650880"	"4"	"3"		"T3548"	"L11631"	
"499.54094"	"499.54075"	"112"	"7.3e+05"	E	"4.26045326"	"6.74172473"	"1"	"2"		"T2578n"	"L11631"	
"499.7960"	"499.79618"	"50"	""		"4.60695104"	"7.08695439"	"2"	"3"		""	"L11631"	
"499.91122"	"499.91120"	"316"	"7.3e+05"	E	"4.18636440"	"6.66579718"	"2"	"3"		"T2578n"	"L11631"	
"500.0210"	"500.02109"	"65"	""		"4.63819369"	"7.11708156"	"1"	"2"		""	"L11631"	
"500.18633"	"500.18631"	"20900"	"3.7e+07"	D+	"3.88160368"	"6.35967275"	"4"	"3"		"T2491n"	"L11631"	
"500.2581"	"500.25829"	"79bl*"	""		"4.18636440"	"6.66407690"	"2"	"2"		""	"L11631"	
"500.2581"	"500.25860"	"79bl*"	""		"4.83485507"	"7.31256608"	"1"	"2"		""	"L11631"	
"500.27924"	"500.27920"	"2570"	"8.8e+05"	D	"3.39650880"	"5.87411777"	"3"	"4"		"T2578n"	"L11631"	
"500.40440"	"500.40433"	"468"	"3.7e+06"	E	"4.20888328"	"6.68587270"	"2"	"1"		"T2578n"	"L11631"	
"500.4341"	"500.43399"	"105"	""		"3.30092244"	"5.77776507"	"2"	"1"		""	"L11631"	
"500.57120"	"500.57120"	"15800"	""		"3.88350907"	"6.35967275"	"3"	"3"		""	"L11631"	
"500.61188"	"500.61184"	"41700"	"5.87e+06"	B+	"2.83252676"	"5.30848946"	"5"	"5"		"T5720"	"L11631"	
"500.72750"	"500.72740"	"5400"	""		"4.10337372"	"6.57876498"	"4"	"5"		""	"L11631"	
"500.8639"	"500.86415"	"105"	""		"4.55852281"	"7.03323823"	"3"	"3"		""	"L11631"	
"501.1212"	"501.12120"	"60"	""		"3.01725044"	"5.49069652"	"2"	"2"		""	"L11631"	
"501.20681"	"501.20677"	"65000"	"5.50e+04"	A	"0.85899575"	"3.33201954"	"5"	"5"		"T3548"	"L11631"	
"501.21576"	"501.21566"	"740"	""		"4.19086081"	"6.66384071"	"2"	"3"		""	"L11631"	
"501.26944"	"501.26945"	"275"	"6.5e+05"	E	"4.28330826"	"6.75602283"	"2"	"3"		"T2578n"	"L11631"	
"501.49421"	"501.49422"	"12900"	"2.64e+07"	C+	"3.94332623"	"6.41493251"	"3"	"2"		"T5720"	"L11631"	
"501.64787"	"501.64770"	"79"	""		"4.25622280"	"6.72707289"	"3"	"2"		""	"L11631"	
"501.97303"	"501.97309"	"123"	""		"3.98410712"	"6.45335558"	"2"	"2"		""	"L11631"	
"502.08166"	"502.08167"	"135"	""		"3.54652001"	"6.01523448"	"2"	"1"		""	"L11631"	
"502.1591"	"502.15895"	"1120bl"	"6.18e+06"	D+	"4.25622280"	"6.72455738"	"3"	"4"		"T5720"	"L11631"	
"502.16832"	"502.16813"	"174"	""		"4.21758325"	"6.68587270"	"1"	"1"		""	"L11631"	
"502.22352"	"502.22353"	"7100"	"2.4e+07"	D+	"3.98410712"	"6.45212430"	"2"	"1"		"T2491n"	"L11631"	
"502.2789"	"502.27891"	"1230bl"	"1.87e+05"	C	"2.99035244"	"5.45809748"	"4"	"4"		"T5720"	"L11631"	
"502.31863"	"502.31854"	"316"	"2.3e+06"	E	"4.28330826"	"6.75085864"	"2"	"1"		"T2578n"	"L11631"	
"502.34975"	"502.34971"	"234"	"6.0e+05"	E	"4.31247059"	"6.77986785"	"5"	"4"		"T2578n"	"L11631"	
"502.47933"	"502.47919"	"302"	""		"4.18636440"	"6.65312587"	"2"	"3"		""	"L11631"	
"502.5084"	"502.50808"	"17"	""		"4.26045326"	"6.72707289"	"1"	"2"		""	"L11631"	
"502.53023"	"502.53029"	"98"	""		"4.28434800"	"6.75085864"	"0"	"1"		""	"L11631"	
"502.71227"	"502.71223"	"4470"	""		"4.15435379"	"6.61997175"	"3"	"4"		""	"L11631"	
"502.7225"	"502.72255"	"830bl"	"4.91e+05"	C	"3.63977237"	"6.10533975"	"2"	"3"		"T5720"	"L11631"	
"502.73422"	"502.73428"	"200"	""		"3.98410712"	"6.44961696"	"2"	"1"		""	"L11631"	
"502.77563"	"502.77564"	"690"	"2.2e+06"	E	"4.20888328"	"6.67419029"	"2"	"3"		"T2578n"	"L11631"	
"502.81260"	"502.81259"	"6300"	"2.21e+06"	B	"3.57321890"	"6.03834476"	"5"	"4"		"T5720"	"L11631"	
"502.96173"	"502.96176"	"1200"	"5.3e+05"	D	"3.41489715"	"5.87929188"	"1"	"2"		"T2578n"	"L11631"	
"503.07783"	"503.07778"	"620"	"2.60e+04"	C+	"3.23672008"	"5.70054647"	"6"	"7"		"T5720"	"L11631"	
"503.10360"	"503.10376"	"166"	""		"3.64164057"	"6.10533975"	"3"	"3"		""	"L11631"	
"503.1914"	"503.19138"	"170"	"8.4e+05"	E	"4.37135106"	"6.83462125"	"4"	"3"		"T2578n"	"L11631"	
"503.56999"	""	"5200"	""		""	""	""	""		""	"L11631"	
"503.6922"	"503.69214"	"141bl"	"4.7e+04"	E	"3.01725044"	"5.47807170"	"2"	"2"		"T2578n"	"L11631"	
"503.92516"	"503.92512"	"2690"	"6.38e+05"	B	"3.36825640"	"5.82793998"	"4"	"5"		"T5720"	"L11631"	
"504.0240"	"504.02535"	"79bl"	""		"4.22036211"	"6.67955657"	"4"	"5"		""	"L11631"	
"504.08522"	"504.08518"	"850"	""		"4.25622280"	"6.71512541"	"3"	"3"		""	"L11631"	
"504.09058"	"504.09062"	"2820"	""		"4.28330826"	"6.74218434"	"2"	"3"		""	"L11631"	
"504.10713"	"504.10714"	"17800"	"4.29e+04"	B	"0.95815732"	"3.41695281"	"3"	"2"		"T5720"	"L11631"	
"504.13471"	"504.13467"	"204"	""		"3.01725044"	"5.47591165"	"2"	"3"		""	"L11631"	
"504.14473"	"504.14479"	"91"	""		"4.54850612"	"7.00711799"	"4"	"4"		""	"L11631"	
"504.17557"	"504.17555"	"56000"	"2.35e+05"	B	"1.48486439"	"3.94332623"	"4"	"3"		"T5720"	"L11631"	
"504.18482"	"504.18486"	"68"	""		"4.28330826"	"6.74172473"	"2"	"2"		""	"L11631"	
"504.42111"	"504.42106"	"1660"	"2.29e+05"	B	"2.85122419"	"5.30848946"	"4"	"5"		"T5720"	"L11631"	
"504.6363"	"504.63637"	"129"	""		"5.00952178"	"7.4657386"	"1"	"1"		""	"L11631"	
"504.8436"	"504.84356"	"1820bl"	"4.88e+06"	B	"3.95972364"	"6.41493251"	"1"	"2"		"T5720"	"L11631"	
"504.98194"	"504.98193"	"27500"	"1.65e+06"	B	"2.27860466"	"4.73314079"	"2"	"3"		"T5720"	"L11631"	
"505.16342"	"505.16343"	"38900"	"4.65e+04"	A	"0.91460217"	"3.36825640"	"4"	"4"		"T3548"	"L11631"	
"505.29811"	"505.29814"	"324"	""		"3.26711257"	"5.72011266"	"5"	"5"		""	"L11631"	
"505.46423"	"505.46423"	"550"	"4.47e+05"	C+	"3.63977237"	"6.09196644"	"2"	"3"		"T5720"	"L11631"	
"505.5991"	"505.59926"	"79"	"3.0e+05"	E	"4.31247059"	"6.76400977"	"5"	"4"		"T2578n"	"L11631"	
"505.68408"	"505.68414"	"158"	"1.0e+06"	E	"4.26045326"	"6.71158094"	"1"	"1"		"T2578n"	"L11631"	
"505.7483"	"505.74789"	"132bl*"	""		"4.41527878"	"6.8660975"	"3"	"2"		""	"L11631"	
"505.7483"	"505.74807"	"132bl*"	""		"4.19086081"	"6.64167865"	"2"	"2"		""	"L11631"	
"505.84971"	"505.84962"	"45"	""		"3.64164057"	"6.09196644"	"3"	"3"		""	"L11631"	
"506.00341"	"506.00355"	"20"	""		"4.30127816"	"6.75085864"	"1"	"1"		""	"L11631"	
"506.00787"	"506.00782"	"930"	"1.38e+02"	C+	"0.0000000"	"2.44955978"	"4"	"3"		"T5720"	"L11631"	
"506.4590"	"506.45833"	"50"	""		"4.07581091"	"6.52319179"	"4"	"5"		""	"L11631"	
"506.49524"	"506.49520"	"510"	""		"4.25622280"	"6.70342551"	"3"	"2"		""	"L11631"	
"506.50181"	"506.50174"	"6900"	""		"4.25622280"	"6.70339390"	"3"	"4"		""	"L11631"	
"506.51924"	"506.51925"	"2040"	"8.86e+05"	D+	"3.64164057"	"6.08872711"	"3"	"4"		"T5720"	"L11631"	
"506.71492"	"506.71490"	"1550"	""		"4.22036211"	"6.66650376"	"4"	"4"		""	"L11631"	
"506.87655"	"506.87656"	"12900"	"3.37e+06"	B+	"2.93984587"	"5.38520741"	"4"	"3"		"T5720"	"L11631"	
"506.9423"	"506.94231"	"100"	""		"4.29441489"	"6.73945929"	"2"	"3"		""	"L11631"	
"507.1511"	"507.15103"	"105"	""		"4.55852281"	"7.00256095"	"3"	"2"		""	"L11631"	
"507.20780"	"507.20779"	"2190"	""		"4.28330826"	"6.72707289"	"2"	"2"		""	"L11631"	
"507.26718"	"507.26716"	"1100"	""		"4.22036211"	"6.66384071"	"4"	"3"		""	"L11631"	
"507.3897"	"507.38912"	"457bl"	""		"3.98410712"	"6.42699840"	"2"	"3"		""	"L11631"	
"507.47480"	"507.47476"	"10200"	"1.4e+07"	D	"4.22036211"	"6.66284114"	"4"	"5"		"T2491n"	"L11631"	
"507.62642"	"507.62638"	"1320"	""		"4.30127816"	"6.74302768"	"1"	"1"		""	"L11631"	
"507.89745"	"507.89740"	"4790"	""		"4.30127816"	"6.74172473"	"1"	"2"		""	"L11631"	
"507.92227"	"507.92223"	"3980"	"7.38e+05"	B	"2.19786640"	"4.63819369"	"2"	"1"		"T4187"	"L11631"	
"507.97396"	"507.97395"	"11200"	"5.19e+04"	A	"0.99011115"	"3.43018998"	"2"	"1"		"T3548"	"L11631"	
"508.03514"	"508.03518"	"417"	""		"3.69459719"	"6.13438193"	"4"	"3"		""	"L11631"	
"508.07878"	"508.07879"	"138"	""		"2.94879294"	"5.38836827"	"5"	"5"		""	"L11631"	
"508.09358"	"508.09353"	"316"	"1.8e+04"	E	"3.26711257"	"5.70661711"	"5"	"6"		"T2578n"	"L11631"	
"508.33382"	"508.33380"	"23400"	"4.06e+04"	A	"0.95815732"	"3.39650880"	"3"	"3"		"T3548"	"L11631"	
"508.4545"	"508.45441"	"76"	""		"3.69459719"	"6.13237029"	"4"	"5"		""	"L11631"	
"508.81528"	"508.81526"	"229"	"5.1e+05"	D	"4.15435379"	"6.59039805"	"3"	"4"		"T2578n"	"L11631"	
"509.07736"	"509.07727"	"3550"	"1.9e+07"	D	"4.25622280"	"6.69101333"	"3"	"2"		"T2491n"	"L11631"	
"509.69977"	"509.69972"	"4470"	""		"4.28330826"	"6.71512541"	"2"	"3"		""	"L11631"	
"509.85719"	"509.85723"	"2290"	""		"3.92860683"	"6.35967275"	"2"	"3"		""	"L11631"	
"509.86978"	"509.86981"	"6800"	"4.83e+05"	D+	"2.17594512"	"4.60695104"	"3"	"2"		"T5720"	"L11631"	
"509.90770"	"509.90768"	"780"	"2.79e+06"	B	"3.98410712"	"6.41493251"	"2"	"2"		"T5720"	"L11631"	
"510.40298"	"510.40302"	"245"	"5.7e+04"	E	"3.01725044"	"5.44571679"	"2"	"3"		"T2578n"	"L11631"	
"510.41909"	"510.41891"	"224"	"2.7e+05"	E	"4.17769679"	"6.60608750"	"5"	"5"		"T2578n"	"L11631"	
"510.44372"	"510.44372"	"275"	"1.8e+06"	E	"4.28330826"	"6.71158094"	"2"	"1"		"T2578n"	"L11631"	
"510.74471"	"510.74472"	"15800"	"4.18e+04"	A	"0.99011115"	"3.41695281"	"2"	"2"		"T3548"	"L11631"	
"510.76407"	"510.76406"	"34700"	"1.95e+05"	A	"1.55735733"	"3.98410712"	"3"	"2"		"T3831"	"L11631"	
"510.8403"	"510.83967"	"129"	""		"4.55852281"	"6.98491341"	"3"	"3"		""	"L11631"	
"510.96517"	"510.96515"	"1580"	""		"4.30127816"	"6.72707289"	"1"	"2"		""	"L11631"	
"511.03585"	"511.03580"	"3090"	"9.99e+05"	B	"3.57321890"	"5.99867825"	"5"	"5"		"T5720"	"L11631"	
"511.04128"	"511.04129"	"40700"	"4.93e+03"	A	"0.0000000"	"2.42543332"	"4"	"4"		"T3547"	"L11631"	
"511.2917"	"511.29163"	"105"	""		"4.95563019"	"7.3798760"	"3"	"3"		""	"L11631"	
"511.57778"	"511.57768"	"427"	"5.8e+04"	E	"3.57321890"	"5.99610917"	"5"	"4"		"T2578n"	"L11631"	
"512.16388"	"512.16386"	"1700"	"7.9e+06"	D	"4.28330826"	"6.70342551"	"2"	"2"		"T2491n"	"L11631"	
"512.1973"	"512.19659"	"20"	""		"3.54652001"	"5.96648265"	"2"	"3"		""	"L11631"	
"512.3280"	"512.32788"	"89"	""		"4.41527878"	"6.83462125"	"3"	"3"		""	"L11631"	
"512.37196"	"512.37197"	"15100"	"7.24e+04"	A	"1.01105568"	"3.43018998"	"1"	"1"		"T3548"	"L11631"	
"512.46195"	"512.46187"	"195"	""		"3.30140276"	"5.72011266"	"4"	"5"		""	"L11631"	
"512.51168"	"512.51163"	"8300"	""		"4.22036211"	"6.63883718"	"4"	"3"		""	"L11631"	
"512.5834"	"512.58361"	"200"	""		"4.14264893"	"6.56078442"	"3"	"2"		""	"L11631"	
"512.6193"	"512.61922"	"1290bl"	"3.2e+06"	E	"4.25622280"	"6.67419029"	"3"	"3"		"T2578n"	"L11631"	
"512.73590"	"512.73588"	"13500"	"1.14e+04"	A	"0.91460217"	"3.33201954"	"4"	"5"		"T3548"	"L11631"	
"512.76793"	"512.76807"	"191"	"3.80e+01"	A	"0.05156912"	"2.46883473"	"3"	"2"		"T3547"	"L11631"	
"512.96305"	"512.96311"	"417"	"5.5e+05"	E	"3.94332623"	"6.35967275"	"3"	"3"		"T2578n"	"L11631"	
"513.14684"	"513.14679"	"1380"	"2.58e+05"	D+	"2.22271209"	"4.63819369"	"1"	"1"		"T5720"	"L11631"	
"513.36882"	"513.36877"	"20900"	""		"4.17769679"	"6.59213395"	"5"	"6"		""	"L11631"	
"513.6093"	"513.60915"	"151"	"6.8e+05"	E	"4.18636440"	"6.59967157"	"2"	"1"		"T2578n"	"L11631"	
"513.73818"	"513.73814"	"6900"	"1.0e+07"	D	"4.17769679"	"6.59039805"	"5"	"4"		"T2491n"	"L11631"	
"513.92511"	"513.92504"	"22400"	"9.16e+06"	B+	"2.99804479"	"5.40986861"	"3"	"2"		"T5720"	"L11631"	
"513.94625"	"513.94620"	"45700"	"8.69e+06"	B+	"2.93984587"	"5.35157038"	"4"	"4"		"T5720"	"L11631"	
"514.17387"	"514.17385"	"2820"	"4.86e+05"	D	"2.42419831"	"4.83485507"	"1"	"1"		"T5720"	"L11631"	
"514.24938"	"514.24936"	"1000"	""		"4.30127816"	"6.71158094"	"1"	"1"		""	"L11631"	
"514.25409"	"514.25402"	"3890"	""		"4.25622280"	"6.66650376"	"3"	"4"		""	"L11631"	
"514.29282"	"514.29283"	"15800"	"2.40e+04"	D+	"0.95815732"	"3.36825640"	"3"	"4"		"T5720"	"L11631"	
"514.37234"	"514.37226"	"102"	"7.3e+03"	E	"2.19786640"	"4.60759327"	"2"	"3"		"T2578n"	"L11631"	
"514.50933"	"514.50939"	"363"	"6.70e+04"	D+	"2.19786640"	"4.60695104"	"2"	"2"		"T5720"	"L11631"	
"514.6306"	"514.63070"	"151"	"2.7e+05"	E	"4.37135106"	"6.77986785"	"4"	"4"		"T2578n"	"L11631"	
"514.80425"	"514.80420"	"2040"	""		"4.28330826"	"6.69101333"	"2"	"2"		""	"L11631"	
"514.82288"	"514.82284"	"3470"	""		"4.25622280"	"6.66384071"	"3"	"3"		""	"L11631"	
"515.01968"	"515.01968"	"331"	""		"3.57321890"	"5.97991659"	"5"	"5"		""	"L11631"	
"515.08392"	"515.08390"	"13800"	"3.30e+04"	C	"0.99011115"	"3.39650880"	"2"	"3"		"T5720"	"L11631"	
"515.1911"	"515.19106"	"8700bl"	"2.39e+04"	A	"1.01105568"	"3.41695281"	"1"	"2"		"T3548"	"L11631"	
"515.90573"	"515.90571"	"1580"	""		"4.28330826"	"6.68587270"	"2"	"1"		""	"L11631"	
"516.1297"	"516.12907"	"151"	""		"4.28434800"	"6.68587270"	"0"	"1"		""	"L11631"	
"516.22725"	"516.22721"	"9800"	""		"4.17769679"	"6.57876498"	"5"	"5"		""	"L11631"	
"516.45503"	"516.45514"	"380"	"1.6e+06"	E	"4.43461275"	"6.83462125"	"4"	"3"		"T2578n"	"L11631"	
"516.49102"	"516.49111"	"339"	""		"4.14264893"	"6.5424903"	"3"	"4"		""	"L11631"	
"516.54103"	"516.54099"	"3240"	""		"4.22036211"	"6.61997175"	"4"	"4"		""	"L11631"	
"516.62819"	"516.62817"	"15500"	"1.45e+03"	A	"0.0000000"	"2.39920471"	"4"	"5"		"T3547"	"L11631"	
"516.74881"	"516.74879"	"760000"	"2.72e+06"	B+	"1.48486439"	"3.88350907"	"4"	"3"		"T5720"	"L11631"	
"516.7711"	"516.77177"	"398"	""		"3.41489715"	"5.81343520"	"1"	"2"		""	"L11631"	
"516.88978"	"516.88973"	"22400"	"3.83e+03"	A	"0.05156912"	"2.44955978"	"3"	"3"		"T3547"	"L11631"	
"516.9298"	"516.92985"	"158"	""		"4.07581091"	"6.47361547"	"4"	"3"		""	"L11631"	
"517.1314"	"517.13165"	"141"	""		"4.95563019"	"7.3524990"	"3"	"4"		""	"L11631"	
"517.15960"	"517.15961"	"162000"	"4.46e+05"	A	"1.48486439"	"3.88160368"	"4"	"4"		"T3831"	"L11631"	
"517.16728"	"517.16718"	"710"	""		"3.64164057"	"6.03834476"	"3"	"4"		""	"L11631"	
"517.31249"	"517.31236"	"182"	""		"2.94879294"	"5.34482452"	"5"	"4"		""	"L11631"	
"517.3503"	"517.35016"	"186"	""		"2.99035244"	"5.3862090"	"4"	"4"		""	"L11631"	
"517.72337"	"517.72327"	"355"	"1.2e+05"	E	"3.69459719"	"6.08872711"	"4"	"4"		"T2578n"	"L11631"	
"517.88002"	"517.88006"	"234"	"4.2e+05"	E	"4.38646275"	"6.77986785"	"5"	"4"		"T2578n"	"L11631"	
"518.2223"	"518.22196"	"50"	""		"4.98804995"	"7.3798760"	"2"	"3"		""	"L11631"	
"518.41757"	"518.41763"	"170"	""		"4.31247059"	"6.70339390"	"5"	"4"		""	"L11631"	
"518.42657"	"518.42658"	"1150"	"3.8e+06"	D	"4.28330826"	"6.67419029"	"2"	"3"		"T2578n"	"L11631"	
"518.57257"	"518.57247"	"720"	""		"3.57321890"	"5.96342830"	"5"	"6"		""	"L11631"	
"518.79138"	"518.79142"	"910"	"2.11e+06"	C+	"4.14264893"	"6.53184961"	"3"	"2"		"T5720"	"L11631"	
"519.14546"	"519.14542"	"31600"	"2.32e+07"	B	"3.03847046"	"5.42604198"	"2"	"1"		"T5720"	"L11631"	
"519.23439"	"519.23434"	"47900"	"1.34e+07"	B+	"2.99804479"	"5.38520741"	"3"	"3"		"T5720"	"L11631"	
"519.49414"	"519.49412"	"72000"	"2.87e+05"	A	"1.55735733"	"3.94332623"	"3"	"3"		"T3831"	"L11631"	
"519.54719"	"519.54715"	"6500"	""		"4.22036211"	"6.60608750"	"4"	"5"		""	"L11631"	
"519.60593"	"519.60585"	"1780"	""		"4.25622280"	"6.64167865"	"3"	"2"		""	"L11631"	
"519.79369"	"519.79354"	"282"	"2.0e+06"	E	"4.30127816"	"6.68587270"	"1"	"1"		"T2578n"	"L11631"	
"519.87108"	"519.87106"	"2950"	"3.62e+05"	B	"2.22271209"	"4.60695104"	"1"	"2"		"T4187"	"L11631"	
"520.22561"	"520.22553"	"1510"	""		"4.25622280"	"6.63883718"	"3"	"3"		""	"L11631"	
"520.23357"	"520.23355"	"8300"	"5.11e+05"	B	"2.17594512"	"4.55852281"	"3"	"3"		"T4187"	"L11631"	
"520.45823"	"520.45826"	"6600"	"2.29e+03"	A	"0.08728574"	"2.46883473"	"2"	"2"		"T3547"	"L11631"	
"520.4950"	"520.49465"	"407"	""		"2.99035244"	"5.37173492"	"4"	"3"		""	"L11631"	
"520.79372"	"520.79381"	"209"	"3.2e+05"	E	"3.63521992"	"6.01523448"	"1"	"1"		"T2578n"	"L11631"	
"520.85936"	"520.85937"	"12300"	"6.23e+06"	B	"3.24096914"	"5.62068415"	"3"	"2"		"T5783"	"L11631"	
"520.98843"	"520.98852"	"257"	""		"3.23672008"	"5.61584517"	"6"	"5"		""	"L11631"	
"521.3841"	"521.38408"	"437"	""		"4.60759327"	"6.98491341"	"3"	"3"		""	"L11631"	
