obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	J_i	J_k	Type	tp_ref	line_ref	
"616.57"	"616.578"	"1h"	""		"6.7923584"	"8.802645"	"3/2"	"3/2"		""	"L150"	
"622.111"	"622.119"	"2h"	""		"6.7923584"	"8.78474"	"3/2"	"1/2"		""	"L772"	
"622.366"	"622.369"	"4"	""		"6.946821"	"8.938404"	"7/2"	"7/2"		""	"L772"	
"623.379"	"623.382"	"1h"	""		"6.946821"	"8.935167"	"7/2"	"5/2"		""	"L772"	
"625.337"	"625.338"	"1h"	""		"6.946821"	"8.928948"	"7/2"	"7/2"		""	"L772"	
"626.830"	"626.833"	"20h"	""		"6.946821"	"8.924220"	"7/2"	"9/2"		""	"L772"	
"632.545"	"632.537"	"5"	""		"5.777459"	"7.737027"	"5/2"	"7/2"		""	"L772"	
"635.809"	"635.821"	"0h"	""		"6.985719"	"8.935167"	"3/2"	"5/2"		""	"L772"	
"637.33"	"637.349"	"1"	""		"7.119078"	"9.063852"	"1/2"	"3/2"		""	"L150"	
"641.518"	"641.520"	"0h"	""		"6.985719"	"8.917846"	"3/2"	"3/2"		""	"L772"	
"642.757"	"642.7570"	"1h"	""		"5.3483348"	"7.276745"	"1/2"	"3/2"		""	"L772"	
"643.335"	"643.352"	"1"	""		"6.985719"	"8.912346"	"3/2"	"1/2"		""	"L150"	
"647.420"	"647.4190"	"10"	""		"7.023880"	"8.938404"	"5/2"	"7/2"		""	"L772"	
"648.518"	"648.516"	"5"	""		"7.023880"	"8.935167"	"5/2"	"5/2"		""	"L772"	
"650.614"	"650.633"	"0"	""		"7.023880"	"8.928948"	"5/2"	"7/2"		""	"L772"	
"655.098"	"655.098"	"1"	""		"6.946821"	"8.838904"	"7/2"	"9/2"		""	"L772"	
"656.554"	"656.53"	"1h"	""		"5.3483348"	"7.236296"	"1/2"	"1/2"		""	"L772"	
"658.354"	"658.350"	"0h"	""		"7.205884"	"9.088620"	"5/2"	"5/2"		""	"L772"	
